,Date,Region,Sales Rep,Customer,Product,COGS,Sales
686,5/14/2006,NorthEast,Sheliadawn,Home Depot,ZNN Item,5409.03,9325.91
687,5/14/2006,NorthEast,Jeri,ExcelIsVeryFun.com,MBI Item,3559.26,4745.68
688,5/14/2006,NorthEast,Troung,Solar and Wind Inc.,FNY Item,692.47,923.29
689,5/13/2006,NorthEast,Sheliadawn,Whole Foods,ODT Item,2076.53,4614.5
690,5/12/2006,NorthEast,Steven,Home Depot,DRO Item,4764.98,8215.49
691,5/10/2006,NorthEast,Jon,Sherman Williams,IWV Item,4030.73,7328.6
692,5/10/2006,NorthEast,Jeri,Whole Foods,FPN Item,1855.42,5014.65
693,5/10/2006,NorthEast,Steven,Peet's Coffee,ARF Item,637.45,1722.83
694,5/7/2006,NorthEast,Chin,Home Depot,YWZ Item,5026.51,8519.51
695,5/4/2006,NorthEast,Jon,Sherman Williams,OEH Item,7980.08,8534.85
696,5/3/2006,NorthEast,Steven,Whole Foods,GPA Item,4846.96,5183.91
697,5/3/2006,NorthEast,Rhonda,Google,MHX Item,2075.59,3773.8
698,5/2/2006,NorthEast,Jon,Amazon.com,TRJ Item,5363.04,7886.83
699,5/2/2006,NorthEast,Troung,Google,KKL Item,1775.08,4797.5
700,5/1/2006,NorthEast,Luke,Peet's Coffee,DSQ Item,3750.08,8721.11
701,5/1/2006,NorthEast,Sheliadawn,Google,OLD Item,3297.05,7326.77
702,5/1/2006,NorthEast,Sheliadawn,McLendon's Hardware,MVT Item,3650.9,5368.97
703,5/1/2006,NorthEast,Chin,ExcelIsVeryFun.com,HJR Item,3084.07,5317.37
704,5/1/2006,NorthEast,Jon,Home Depot,STH Item,2081.3,4840.24
705,5/1/2006,NorthEast,Rhonda,McLendon's Hardware,QIT Item,2347.59,3130.12
706,4/30/2006,NorthEast,Chin,Yahoo,IAJ Item,2796.4,3177.73
707,4/26/2006,NorthEast,Steven,Sherman Williams,ONV Item,317.27,737.84
708,4/25/2006,NorthEast,Steven,ExcelIsVeryFun.com,SHL Item,3342.26,7427.24
709,4/21/2006,NorthEast,Steven,Nature Company,AAA Item,3627.81,8061.8
710,4/20/2006,NorthEast,Troung,Yahoo,SQZ Item,5717.91,9691.38
711,4/19/2006,NorthEast,Troung,Whole Foods,CSZ Item,1741.02,4048.89
712,4/19/2006,NorthEast,Chin,Home Depot,ZEQ Item,2382.95,3177.26
713,4/16/2006,NorthEast,Luke,The Economist,ESO Item,6989.46,7942.57
714,4/16/2006,NorthEast,Sheliadawn,Costco,WFJ Item,2986.66,4392.14
715,4/15/2006,NorthEast,Troung,Costco,WCX Item,1182.05,3194.72
716,4/14/2006,NorthEast,Chin,Whole Foods,NXJ Item,5822.5,9868.64
717,4/14/2006,NorthEast,Jeri,Whole Foods,PVI Item,6416.84,6862.93
718,4/14/2006,NorthEast,Luke,Peet's Coffee,NXA Item,343.22,762.71
719,4/14/2006,NorthEast,Jon,Sherman Williams,GIJ Item,189.83,203.03
720,4/13/2006,NorthEast,Chin,ExcelIsVeryFun.com,TNQ Item,457.76,1237.18
721,4/12/2006,NorthEast,Jon,Office Depot,VDQ Item,5261.61,8917.98
722,4/12/2006,NorthEast,Rhonda,Amazon.com,GXO Item,4866.6,8390.69
723,4/11/2006,NorthEast,Luke,Whole Foods,BZU Item,3267.6,7599.08
724,4/9/2006,NorthEast,Rhonda,Home Depot,JMN Item,1786.35,2029.94
725,4/7/2006,NorthEast,Chin,Home Depot,UJN Item,3150.28,8514.27
726,4/7/2006,NorthEast,Rhonda,McLendon's Hardware,PTC Item,2178.09,3691.67
727,4/7/2006,NorthEast,Steven,Amazon.com,PZY Item,1664.5,2869.83
728,4/7/2006,NorthEast,Chin,Nature Company,ASS Item,913.3,1574.66
729,4/5/2006,NorthEast,Jeri,Costco,FSJ Item,4647.29,8449.61
730,4/4/2006,NorthEast,Chin,Yahoo,QMS Item,4973.4,9042.55
731,4/4/2006,NorthEast,Jeri,Yahoo,KDX Item,1231.8,2737.33
732,4/4/2006,NorthEast,Jon,Nature Company,KVA Item,1070.95,1815.17
733,4/3/2006,NorthEast,Steven,Amazon.com,IYC Item,6397.68,6842.44
734,4/1/2006,NorthEast,Rhonda,Sherman Williams,CUK Item,1908.77,4241.7
735,3/31/2006,NorthEast,Luke,Home Depot,GSJ Item,714.16,1050.23
736,3/29/2006,NorthEast,Steven,McLendon's Hardware,BYN Item,525.56,906.14
737,3/26/2006,NorthEast,Steven,Office Depot,BLJ Item,2736.15,4637.55
738,3/26/2006,NorthEast,Sheliadawn,Costco,OEI Item,1619.56,3599.03
739,3/25/2006,NorthEast,Steven,Peet's Coffee,HXH Item,1044.98,1899.96
740,3/24/2006,NorthEast,Steven,Costco,YCD Item,141.08,313.52
741,3/23/2006,NorthEast,Jeri,Office Depot,HQY Item,5256.5,8909.33
742,3/23/2006,NorthEast,Luke,Nature Company,QPC Item,1283.26,3468.28
743,3/23/2006,NorthEast,Steven,Yahoo,BJL Item,1050.79,2839.96
744,3/23/2006,NorthEast,Troung,Costco,TSF Item,1496.69,2721.26
745,3/22/2006,NorthEast,Luke,McLendon's Hardware,DQR Item,1547.53,2813.69
746,3/20/2006,NorthEast,Troung,The Economist,BVK Item,86.16,200.37
747,3/18/2006,NorthEast,Jeri,The Economist,TZF Item,4003.05,7278.27
748,3/17/2006,NorthEast,Steven,Sherman Williams,OCL Item,3308.41,8941.64
749,3/16/2006,NorthEast,Chin,Google,APF Item,9007.05,9633.21
750,3/15/2006,NorthEast,Luke,Amazon.com,UZF Item,5948.17,6759.28
751,3/11/2006,NorthEast,Rhonda,Google,SLB Item,3255.31,4787.22
752,3/10/2006,NorthEast,Steven,Home Depot,SZM Item,2963.23,8008.74
753,3/8/2006,NorthEast,Steven,Solar and Wind Inc.,MMT Item,975.74,1774.07
754,3/8/2006,NorthEast,Chin,Whole Foods,XOS Item,218.27,291.03
755,3/6/2006,NorthEast,Troung,Solar and Wind Inc.,JMV Item,7657.33,8189.66
756,3/6/2006,NorthEast,Troung,Yahoo,CMW Item,1880.97,4374.36
757,3/6/2006,NorthEast,Jon,Solar and Wind Inc.,LOI Item,2356.68,4284.88
758,3/4/2006,NorthEast,Jeri,ExcelIsVeryFun.com,OBP Item,5659.94,7546.58
759,3/4/2006,NorthEast,Rhonda,The Economist,ZRF Item,361.34,976.59
760,3/3/2006,NorthEast,Sheliadawn,The Economist,WUG Item,428.12,738.14
761,3/2/2006,NorthEast,Steven,McLendon's Hardware,YJU Item,3802.89,6556.7
762,3/2/2006,NorthEast,Sheliadawn,Nature Company,JHA Item,2779.36,2972.58
763,3/1/2006,NorthEast,Rhonda,Sherman Williams,MKO Item,1885.71,4190.46
764,2/28/2006,NorthEast,Jon,The Economist,SFA Item,206.69,275.59
765,2/25/2006,NorthEast,Troung,Google,KAP Item,4071.83,6901.41
766,2/25/2006,NorthEast,Troung,ExcelIsVeryFun.com,RUH Item,1315.11,1406.53
767,2/23/2006,NorthEast,Sheliadawn,Amazon.com,KKR Item,2010.01,4466.69
768,2/22/2006,NorthEast,Jeri,Amazon.com,XAC Item,793.91,1167.51
769,2/20/2006,NorthEast,Steven,Yahoo,SQA Item,1003.51,1700.86
770,2/18/2006,NorthEast,Sheliadawn,Sherman Williams,UHW Item,6112.91,6537.87
771,2/17/2006,NorthEast,Chin,Amazon.com,LRX Item,1350.06,3000.14
772,2/15/2006,NorthEast,Chin,Costco,TGL Item,58.76,158.81
773,2/14/2006,NorthEast,Jon,The Economist,ULW Item,7539.6,8063.74
774,2/14/2006,NorthEast,Jon,Peet's Coffee,LOP Item,4800.89,7060.13
775,2/13/2006,NorthEast,Luke,Yahoo,XDA Item,4096.4,9526.51
776,2/13/2006,NorthEast,Chin,Whole Foods,DDC Item,5856.69,8612.78
777,2/12/2006,NorthEast,Steven,McLendon's Hardware,JXF Item,5925.92,7901.22
778,2/12/2006,NorthEast,Luke,Yahoo,EXO Item,236.19,252.61
779,2/10/2006,NorthEast,Troung,Solar and Wind Inc.,WZE Item,521.67,592.81
780,2/8/2006,NorthEast,Jeri,Nature Company,YBX Item,2764.69,7472.14
781,2/7/2006,NorthEast,Sheliadawn,Yahoo,GXR Item,4087.7,7047.75
782,2/6/2006,NorthEast,Sheliadawn,Peet's Coffee,GLG Item,3446.42,8014.94
783,2/6/2006,NorthEast,Jeri,Google,NFU Item,1549.97,4189.12
784,2/4/2006,NorthEast,Jeri,The Economist,TPL Item,3381.49,9139.17
785,2/2/2006,NorthEast,Chin,The Economist,YKX Item,3025.76,3236.11
786,2/2/2006,NorthEast,Troung,ExcelIsVeryFun.com,KAE Item,7.41,12.56
787,2/1/2006,NorthEast,Jeri,Office Depot,BGN Item,2812.14,3195.61
788,2/1/2006,NorthEast,Sheliadawn,Google,IUW Item,141.77,208.48
789,1/31/2006,NorthEast,Luke,Yahoo,QVI Item,3047.44,5540.8
790,1/29/2006,NorthEast,Troung,ExcelIsVeryFun.com,PSG Item,2809.75,3005.08
791,1/26/2006,NorthEast,Chin,Home Depot,HPV Item,6225.63,9155.34
792,1/24/2006,NorthEast,Sheliadawn,Google,OZX Item,8339.55,9476.76
793,1/24/2006,NorthEast,Steven,Google,NNA Item,7774.05,8314.49
794,1/22/2006,NorthEast,Jeri,Solar and Wind Inc.,KFK Item,1334.44,3103.34
795,1/22/2006,NorthEast,Jeri,McLendon's Hardware,EQL Item,1385.9,3079.77
796,1/21/2006,NorthEast,Sheliadawn,Home Depot,ELN Item,1438.4,2615.28
797,1/20/2006,NorthEast,Jeri,Nature Company,NEE Item,2790.65,4811.47
798,1/20/2006,NorthEast,Troung,The Economist,EYP Item,2705.44,4664.56
799,1/20/2006,NorthEast,Chin,Peet's Coffee,KFL Item,871.22,990.02
800,1/20/2006,NorthEast,Jon,ExcelIsVeryFun.com,CIH Item,669.45,892.6
801,1/19/2006,NorthEast,Chin,Amazon.com,FLK Item,5358.77,7880.54
802,1/17/2006,NorthEast,Troung,The Economist,GAK Item,345.52,585.62
803,1/13/2006,NorthEast,Sheliadawn,Sherman Williams,WYL Item,5389.28,6124.18
804,1/9/2006,NorthEast,Rhonda,Solar and Wind Inc.,NZX Item,725.55,1229.75
805,1/6/2006,NorthEast,Rhonda,Sherman Williams,DIP Item,6567.72,8756.96
806,1/6/2006,NorthEast,Luke,Office Depot,BWK Item,124.46,226.29
807,1/5/2006,NorthEast,Jon,Google,GNZ Item,849.06,1886.81
808,1/5/2006,NorthEast,Luke,Yahoo,LVD Item,241.66,322.21
809,1/5/2006,NorthEast,Luke,Costco,URE Item,122.82,131.36
810,1/4/2006,NorthEast,Troung,Nature Company,TQY Item,3864.64,6663.18
811,1/3/2006,NorthEast,Chin,Solar and Wind Inc.,PTM Item,3072.93,3286.56
812,1/1/2006,NorthEast,Troung,Whole Foods,EHO Item,1251.69,2121.5
813,1/1/2006,NorthEast,Rhonda,Nature Company,OTA Item,727.48,1691.82
814,1/1/2006,NorthEast,Jon,Google,ZDE Item,429.22,572.29
815,12/31/2005,NorthEast,Steven,McLendon's Hardware,YCJ Item,8192.47,9309.62
816,12/31/2005,NorthEast,Troung,Google,YLN Item,6969.47,7453.98
817,12/29/2005,NorthEast,Sheliadawn,Nature Company,KNH Item,5622.97,9530.46
818,12/29/2005,NorthEast,Chin,Sherman Williams,LEO Item,3132.68,7285.31
819,12/29/2005,NorthEast,Chin,Home Depot,BOQ Item,3964.51,6835.37
820,12/29/2005,NorthEast,Troung,McLendon's Hardware,LPY Item,687.21,1249.47
821,12/29/2005,NorthEast,Steven,Whole Foods,FZS Item,359.26,619.42
822,12/29/2005,NorthEast,Steven,ExcelIsVeryFun.com,SNZ Item,13.9,30.88
823,12/28/2005,NorthEast,Troung,ExcelIsVeryFun.com,NYZ Item,6404.27,8539.03
824,12/28/2005,NorthEast,Jon,The Economist,ICS Item,3728.66,6319.77
825,12/26/2005,NorthEast,Chin,Nature Company,EMO Item,5533.4,5918.08
826,12/26/2005,NorthEast,Chin,Amazon.com,ZND Item,3309.46,3760.75
827,12/25/2005,NorthEast,Rhonda,Office Depot,NYC Item,1812.14,2416.19
828,12/22/2005,NorthEast,Jeri,Nature Company,NXU Item,2974.3,3181.07
829,12/20/2005,NorthEast,Jon,Office Depot,EIE Item,2212.82,5146.1
830,12/20/2005,NorthEast,Chin,Yahoo,RLL Item,653.47,1188.13
831,12/17/2005,NorthEast,Sheliadawn,Yahoo,MJE Item,3549.92,7888.7
832,12/17/2005,NorthEast,Rhonda,Yahoo,YCR Item,1693.79,4577.8
833,12/17/2005,NorthEast,Rhonda,Yahoo,ZHN Item,1382.03,3214.02
834,12/17/2005,NorthEast,Sheliadawn,Costco,WWD Item,1528.84,2779.7
835,12/17/2005,NorthEast,Troung,Nature Company,PGS Item,1496.06,1700.07
836,12/14/2005,NorthEast,Steven,Amazon.com,RWH Item,2964.76,6588.35
837,12/14/2005,NorthEast,Chin,Amazon.com,SVF Item,947.64,2203.81
838,12/14/2005,NorthEast,Troung,Costco,GYO Item,1066.29,1938.7
839,12/12/2005,NorthEast,Luke,Solar and Wind Inc.,MQW Item,92.28,135.7
840,12/11/2005,NorthEast,Jeri,Home Depot,WPD Item,3140.58,5414.79
841,12/9/2005,NorthEast,Jon,Amazon.com,YQS Item,1479.24,3287.19
842,12/7/2005,NorthEast,Sheliadawn,ExcelIsVeryFun.com,AIQ Item,4257.44,6260.94
843,12/5/2005,NorthEast,Jon,Sherman Williams,QRB Item,851.62,2301.68
844,12/5/2005,NorthEast,Jeri,Sherman Williams,SSU Item,1323.12,2242.57
845,12/4/2005,NorthEast,Troung,Google,OLK Item,5219.73,5582.6
846,12/4/2005,NorthEast,Steven,Peet's Coffee,RRO Item,5053.61,5404.93
847,12/4/2005,NorthEast,Rhonda,Office Depot,TXF Item,3171.6,5375.59
848,12/4/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,NRT Item,2348.6,3980.67
849,12/3/2005,NorthEast,Steven,Costco,XDV Item,1011.25,1487.13
850,12/2/2005,NorthEast,Luke,Yahoo,CUM Item,2579.63,4690.24
851,12/1/2005,NorthEast,Troung,McLendon's Hardware,TQR Item,3436.89,4582.52
852,11/30/2005,NorthEast,Troung,Sherman Williams,GVC Item,218.44,508.01
853,11/28/2005,NorthEast,Luke,Solar and Wind Inc.,EKI Item,150.74,274.07
854,11/24/2005,NorthEast,Troung,Office Depot,CPL Item,2959.1,5101.89
855,11/23/2005,NorthEast,Sheliadawn,ExcelIsVeryFun.com,QQJ Item,3256.97,5615.46
856,11/23/2005,NorthEast,Luke,Amazon.com,PFD Item,3666.64,4888.85
857,11/22/2005,NorthEast,Jeri,Costco,SXM Item,5646.13,9569.71
858,11/21/2005,NorthEast,Rhonda,Costco,VOT Item,3180.82,8596.8
859,11/20/2005,NorthEast,Luke,The Economist,XZF Item,1950.3,4334.01
860,11/19/2005,NorthEast,Jeri,Costco,AKY Item,1193.47,1591.29
861,11/18/2005,NorthEast,Sheliadawn,Whole Foods,HFB Item,1059.28,1557.77
862,11/17/2005,NorthEast,Steven,Costco,RGD Item,4276.92,9946.32
863,11/17/2005,NorthEast,Chin,Solar and Wind Inc.,FNL Item,4996.32,8468.34
864,11/16/2005,NorthEast,Sheliadawn,Amazon.com,EMI Item,3606.36,9746.92
865,11/16/2005,NorthEast,Steven,McLendon's Hardware,PYA Item,816.17,1407.19
866,11/13/2005,NorthEast,Sheliadawn,Whole Foods,KNX Item,4231.46,7693.57
867,11/13/2005,NorthEast,Chin,Costco,UOP Item,833.05,1937.32
868,11/11/2005,NorthEast,Sheliadawn,McLendon's Hardware,UCB Item,1803.84,4875.24
869,11/10/2005,NorthEast,Jon,Whole Foods,ZNE Item,8311.6,9445.0
870,11/9/2005,NorthEast,Jeri,Nature Company,ROR Item,2245.15,3301.69
871,11/9/2005,NorthEast,Luke,Google,TTM Item,203.69,271.58
872,11/8/2005,NorthEast,Rhonda,ExcelIsVeryFun.com,VQK Item,7205.11,7706.0
873,11/3/2005,NorthEast,Jeri,Nature Company,KQH Item,1380.91,3732.18
874,11/2/2005,NorthEast,Steven,Sherman Williams,PXY Item,8071.51,8632.63
875,10/29/2005,NorthEast,Jon,Amazon.com,VXX Item,2969.99,8027.0
876,10/29/2005,NorthEast,Steven,Nature Company,KEH Item,1712.97,3983.64
877,10/29/2005,NorthEast,Rhonda,Office Depot,RAR Item,1879.08,3239.79
878,10/25/2005,NorthEast,Luke,Peet's Coffee,ETO Item,2033.54,3506.11
879,10/24/2005,NorthEast,Luke,Home Depot,UHX Item,5543.0,9556.9
880,10/24/2005,NorthEast,Jeri,Solar and Wind Inc.,YFR Item,8350.13,8930.62
881,10/23/2005,NorthEast,Jon,The Economist,NLA Item,6467.96,6917.6
882,10/23/2005,NorthEast,Luke,Sherman Williams,RRI Item,1978.96,2248.82
883,10/22/2005,NorthEast,Chin,Nature Company,WLY Item,819.24,1204.76
884,10/20/2005,NorthEast,Luke,ExcelIsVeryFun.com,ZPB Item,1644.7,4445.14
885,10/19/2005,NorthEast,Jeri,ExcelIsVeryFun.com,ZLG Item,1097.83,2553.1
886,10/17/2005,NorthEast,Steven,ExcelIsVeryFun.com,ZAP Item,1850.84,5002.26
887,10/17/2005,NorthEast,Jon,Nature Company,NYN Item,2487.83,2660.78
888,10/16/2005,NorthEast,Rhonda,Sherman Williams,GHH Item,5137.52,7555.18
889,10/15/2005,NorthEast,Steven,Home Depot,IMG Item,1509.89,2745.26
890,10/13/2005,NorthEast,Jeri,The Economist,MVK Item,2735.9,7394.32
891,10/8/2005,NorthEast,Troung,Whole Foods,TYR Item,6220.44,6652.88
892,10/8/2005,NorthEast,Chin,Sherman Williams,NZZ Item,2840.89,4815.06
893,10/6/2005,NorthEast,Jeri,Yahoo,NPT Item,981.54,2652.81
894,10/5/2005,NorthEast,Sheliadawn,Costco,RGS Item,1365.32,1551.5
895,10/4/2005,NorthEast,Chin,ExcelIsVeryFun.com,VFX Item,5254.02,8905.12
896,10/3/2005,NorthEast,Troung,Sherman Williams,SVY Item,3840.12,4363.77
897,10/2/2005,NorthEast,Jeri,Solar and Wind Inc.,NXT Item,7832.08,8900.09
898,10/2/2005,NorthEast,Steven,Office Depot,XYR Item,1844.19,4984.31
899,9/30/2005,NorthEast,Jeri,Amazon.com,AIZ Item,627.94,923.44
900,9/29/2005,NorthEast,Sheliadawn,Amazon.com,HHN Item,6424.83,9448.28
901,9/28/2005,NorthEast,Troung,Sherman Williams,SGF Item,5666.44,9769.73
902,9/26/2005,NorthEast,Luke,The Economist,JTV Item,1731.35,2985.09
903,9/24/2005,NorthEast,Jeri,Amazon.com,AVV Item,2393.39,5318.64
904,9/23/2005,NorthEast,Jeri,Nature Company,NMO Item,2421.24,3560.65
905,9/23/2005,NorthEast,Steven,Amazon.com,GYH Item,2280.17,3353.19
906,9/20/2005,NorthEast,Chin,Google,THP Item,4646.18,8010.65
907,9/20/2005,NorthEast,Sheliadawn,ExcelIsVeryFun.com,DSF Item,2832.67,4801.14
908,9/18/2005,NorthEast,Luke,Google,LIP Item,3338.95,7419.89
909,9/17/2005,NorthEast,Troung,Office Depot,TUL Item,2918.63,6485.84
910,9/17/2005,NorthEast,Chin,McLendon's Hardware,TMF Item,1660.48,4487.79
911,9/15/2005,NorthEast,Rhonda,Google,LXR Item,4150.45,7034.66
912,9/15/2005,NorthEast,Luke,Nature Company,ZMF Item,3251.36,4335.15
913,9/13/2005,NorthEast,Steven,The Economist,QYU Item,4882.32,8417.79
914,9/13/2005,NorthEast,Sheliadawn,McLendon's Hardware,HUO Item,2306.57,6233.97
915,9/12/2005,NorthEast,Steven,McLendon's Hardware,XAX Item,974.26,2165.03
916,9/11/2005,NorthEast,Rhonda,Google,LLG Item,45.62,77.33
917,9/10/2005,NorthEast,Jon,The Economist,GIE Item,4252.94,7332.65
918,9/8/2005,NorthEast,Chin,Solar and Wind Inc.,PZG Item,4463.2,7564.74
919,9/6/2005,NorthEast,Jon,Peet's Coffee,MQK Item,1421.21,3305.15
920,9/5/2005,NorthEast,Troung,Home Depot,ALH Item,3209.38,5439.63
921,9/3/2005,NorthEast,Chin,Office Depot,SYU Item,986.93,2193.18
922,9/3/2005,NorthEast,Steven,The Economist,GOB Item,610.14,1355.86
923,9/2/2005,NorthEast,Luke,Yahoo,CNN Item,4357.25,5809.66
924,9/2/2005,NorthEast,Rhonda,Peet's Coffee,LPL Item,2929.33,5326.05
925,9/1/2005,NorthEast,Rhonda,Solar and Wind Inc.,ADY Item,2968.88,5118.76
926,9/1/2005,NorthEast,Luke,The Economist,SGX Item,1617.18,1837.71
927,8/30/2005,NorthEast,Jeri,Costco,QTZ Item,8815.92,9428.79
928,8/29/2005,NorthEast,Sheliadawn,Whole Foods,UXS Item,3739.07,8695.52
929,8/29/2005,NorthEast,Jon,Whole Foods,GUM Item,1420.63,2089.16
930,8/28/2005,NorthEast,Sheliadawn,Amazon.com,HUM Item,5503.8,8093.82
931,8/27/2005,NorthEast,Steven,The Economist,III Item,5843.45,6249.68
932,8/27/2005,NorthEast,Sheliadawn,Office Depot,JZR Item,3424.92,6227.12
933,8/24/2005,NorthEast,Rhonda,Yahoo,PCZ Item,4788.72,8116.47
934,8/23/2005,NorthEast,Troung,ExcelIsVeryFun.com,YTX Item,4906.63,8921.14
935,8/23/2005,NorthEast,Troung,McLendon's Hardware,RFT Item,3975.27,5300.36
936,8/23/2005,NorthEast,Steven,Nature Company,CLP Item,2798.04,4824.2
937,8/20/2005,NorthEast,Jeri,Solar and Wind Inc.,YNW Item,4020.29,6931.54
938,8/19/2005,NorthEast,Rhonda,Office Depot,XZI Item,4217.72,9808.64
939,8/19/2005,NorthEast,Troung,Nature Company,IQG Item,7772.23,8312.55
940,8/18/2005,NorthEast,Sheliadawn,Office Depot,QOF Item,5147.44,8874.89
941,8/18/2005,NorthEast,Jeri,McLendon's Hardware,POX Item,4025.11,4573.99
942,8/18/2005,NorthEast,Jeri,Amazon.com,BII Item,3170.6,4227.46
943,8/16/2005,NorthEast,Chin,The Economist,MKI Item,4670.83,6868.87
944,8/16/2005,NorthEast,Jeri,Amazon.com,PTJ Item,1384.2,2516.72
945,8/15/2005,NorthEast,Steven,Google,QUZ Item,3745.99,8711.61
946,8/12/2005,NorthEast,Luke,Home Depot,BYU Item,6141.74,6979.25
947,8/10/2005,NorthEast,Jon,Costco,UZP Item,526.08,891.66
948,8/10/2005,NorthEast,Jon,Google,RBW Item,346.72,509.88
949,8/8/2005,NorthEast,Sheliadawn,Yahoo,SCW Item,2237.46,3792.31
950,8/6/2005,NorthEast,Steven,Office Depot,ITY Item,4509.16,6631.12
951,8/6/2005,NorthEast,Jon,Nature Company,EZU Item,607.65,1047.67
952,8/6/2005,NorthEast,Steven,Peet's Coffee,CJN Item,540.81,932.43
953,8/4/2005,NorthEast,Steven,Whole Foods,BAN Item,2881.43,6700.99
954,8/1/2005,NorthEast,Sheliadawn,McLendon's Hardware,QNF Item,7010.27,9347.03
955,7/30/2005,NorthEast,Chin,Yahoo,IEX Item,1054.81,1787.81
956,7/29/2005,NorthEast,Sheliadawn,Home Depot,SYW Item,3218.33,5851.5
957,7/29/2005,NorthEast,Steven,McLendon's Hardware,JUB Item,2259.48,3895.65
958,7/28/2005,NorthEast,Luke,ExcelIsVeryFun.com,QJC Item,7014.89,9353.18
959,7/28/2005,NorthEast,Steven,Nature Company,NUV Item,3967.77,5290.36
960,7/27/2005,NorthEast,Troung,Whole Foods,UIT Item,2690.7,7272.17
961,7/26/2005,NorthEast,Rhonda,McLendon's Hardware,IZV Item,6050.41,8897.66
962,7/26/2005,NorthEast,Chin,Google,ADC Item,3562.2,6476.72
963,7/25/2005,NorthEast,Jeri,Nature Company,KRU Item,1394.72,3243.54
964,7/25/2005,NorthEast,Chin,Whole Foods,UTR Item,1872.41,2127.74
965,7/23/2005,NorthEast,Chin,Whole Foods,OQC Item,3913.1,8695.77
966,7/21/2005,NorthEast,Sheliadawn,McLendon's Hardware,QHO Item,1641.61,1865.47
967,7/19/2005,NorthEast,Jeri,Amazon.com,BTR Item,5064.12,7447.23
968,7/18/2005,NorthEast,Chin,Home Depot,WSG Item,3885.48,7064.5
969,7/17/2005,NorthEast,Jon,Amazon.com,WRA Item,4164.34,5552.45
970,7/17/2005,NorthEast,Jon,Office Depot,BRS Item,1869.81,5053.54
971,7/17/2005,NorthEast,Jeri,Amazon.com,AHZ Item,245.78,327.71
972,7/16/2005,NorthEast,Rhonda,Amazon.com,RLQ Item,6263.62,8351.49
973,7/15/2005,NorthEast,Luke,ExcelIsVeryFun.com,XDL Item,989.75,1677.55
974,7/14/2005,NorthEast,Troung,Whole Foods,GQT Item,7702.47,8237.94
975,7/12/2005,NorthEast,Jon,Costco,ATV Item,2880.9,3273.75
976,7/11/2005,NorthEast,Sheliadawn,Costco,QXS Item,5096.54,8638.2
977,7/11/2005,NorthEast,Steven,Costco,JNF Item,4211.18,7260.66
978,7/8/2005,NorthEast,Troung,Solar and Wind Inc.,NCT Item,365.06,663.74
979,7/7/2005,NorthEast,Rhonda,Whole Foods,PTX Item,1964.04,5308.21
980,7/6/2005,NorthEast,Jon,Solar and Wind Inc.,OWD Item,8.94,15.15
981,7/4/2005,NorthEast,Jon,Whole Foods,VJY Item,6603.42,8804.56
982,7/4/2005,NorthEast,Luke,Solar and Wind Inc.,ULJ Item,3442.43,5834.62
983,7/2/2005,NorthEast,Troung,Nature Company,PMU Item,2249.06,2555.75
984,7/1/2005,NorthEast,Troung,Office Depot,CMU Item,5412.79,7959.98
985,7/1/2005,NorthEast,Sheliadawn,Peet's Coffee,TOE Item,2807.01,6237.8
986,6/28/2005,NorthEast,Rhonda,Whole Foods,UDS Item,3354.58,3812.02
987,6/28/2005,NorthEast,Chin,Sherman Williams,WTP Item,351.82,950.86
988,6/26/2005,NorthEast,Steven,Sherman Williams,NGB Item,6849.32,7783.32
989,6/26/2005,NorthEast,Jeri,ExcelIsVeryFun.com,NCN Item,1522.32,3382.93
990,6/25/2005,NorthEast,Sheliadawn,Office Depot,YVZ Item,3282.32,7294.05
991,6/24/2005,NorthEast,Jeri,Yahoo,HVH Item,1264.48,2143.19
992,6/23/2005,NorthEast,Rhonda,McLendon's Hardware,EJG Item,4777.33,7025.49
993,6/22/2005,NorthEast,Luke,The Economist,DIV Item,656.58,1526.92
994,6/21/2005,NorthEast,Steven,Whole Foods,LXW Item,1874.01,2755.9
995,6/19/2005,NorthEast,Luke,Google,BTK Item,4611.68,8384.87
996,6/19/2005,NorthEast,Sheliadawn,Sherman Williams,SBX Item,3281.54,3729.02
997,6/19/2005,NorthEast,Steven,Google,HZK Item,1255.99,2920.91
998,6/18/2005,NorthEast,Rhonda,The Economist,NMK Item,2042.11,3712.93
999,6/18/2005,NorthEast,Rhonda,Whole Foods,DMA Item,1911.54,2811.09
1000,6/16/2005,NorthEast,Troung,Office Depot,IKV Item,4949.54,6599.38
1001,6/14/2005,NorthEast,Jon,McLendon's Hardware,GFC Item,4333.65,7879.37
1002,6/13/2005,NorthEast,Sheliadawn,Peet's Coffee,QGM Item,5643.75,9565.67
1003,6/11/2005,NorthEast,Jeri,Yahoo,VTW Item,2204.46,4898.81
1004,6/10/2005,NorthEast,Rhonda,Costco,IWN Item,5331.83,5702.49
1005,6/10/2005,NorthEast,Chin,Sherman Williams,ZKE Item,1619.62,2159.49
1006,6/9/2005,NorthEast,Jeri,Office Depot,YFZ Item,1201.18,3246.44
1007,6/8/2005,NorthEast,Jon,Whole Foods,BSI Item,2426.35,5391.88
1008,6/8/2005,NorthEast,Jon,Whole Foods,BNY Item,1030.26,1873.2
1009,6/7/2005,NorthEast,Chin,Peet's Coffee,EED Item,5256.06,9556.48
1010,6/7/2005,NorthEast,Luke,Office Depot,BJH Item,3387.08,7526.85
